cohort_id,covariate_id,mean,sd,database_id
18347,19010482410,0.0012,0,Eunomia
18348,723013410,0.0012,0,Eunomia
18348,738818410,0.0048,0,Eunomia
18348,740275410,0.0012,0,Eunomia
18348,914335410,0.0012,0,Eunomia
18348,920293410,0.0072,0,Eunomia
18348,933724410,0.0072,0,Eunomia
18348,975125410,0.0012,0,Eunomia
18348,1102527410,0.006,0,Eunomia
18348,1112807410,0.0048,0,Eunomia
18348,1115008410,0.0096,0,Eunomia
18348,1119510410,0.0048,0,Eunomia
18348,1124300410,1,0,Eunomia
18348,1125315410,0.0723,0,Eunomia
18348,1137529410,0.0024,0,Eunomia
18348,1149380410,0.0024,0,Eunomia
18348,1177480410,0.0181,0,Eunomia
18348,1309944410,0.0012,0,Eunomia
18348,1322184410,0.006,0,Eunomia
18348,1332418410,0.0012,0,Eunomia
18348,1343916410,0.0012,0,Eunomia
18348,1347450410,0.0024,0,Eunomia
18348,1361711410,0.006,0,Eunomia
18348,1539403410,0.0012,0,Eunomia
18348,1713332410,0.0289,0,Eunomia
18348,1729720410,0.0108,0,Eunomia
18348,1759842410,0.0277,0,Eunomia
18348,1768849410,0.0012,0,Eunomia
18348,19010482410,0.0012,0,Eunomia
18349,738818410,0.0025,0,Eunomia
18349,914335410,0.0025,0,Eunomia
18349,1102527410,0.0076,0,Eunomia
18349,1112807410,0.0051,0,Eunomia
18349,1115008410,0.0101,0,Eunomia
18349,1119510410,0.0025,0,Eunomia
18349,1124300410,1,0,Eunomia
18349,1125315410,0.0684,0,Eunomia
18349,1137529410,0.0051,0,Eunomia
18349,1149380410,0.0051,0,Eunomia
18349,1177480410,0.0177,0,Eunomia
18349,1309944410,0.0025,0,Eunomia
18349,1322184410,0.0051,0,Eunomia
18349,1343916410,0.0025,0,Eunomia
18349,1361711410,0.0101,0,Eunomia
18349,1713332410,0.0304,0,Eunomia
18349,1729720410,0.0127,0,Eunomia
18349,1759842410,0.0304,0,Eunomia
18349,1768849410,0.0025,0,Eunomia
18350,738818410,0.0025,0,Eunomia
18350,914335410,0.0025,0,Eunomia
18350,1102527410,0.0076,0,Eunomia
18350,1112807410,0.0051,0,Eunomia
18350,1115008410,0.0101,0,Eunomia
18350,1119510410,0.0025,0,Eunomia
18350,1124300410,1,0,Eunomia
18350,1125315410,0.0684,0,Eunomia
18350,1137529410,0.0051,0,Eunomia
18350,1149380410,0.0051,0,Eunomia
18350,1177480410,0.0177,0,Eunomia
18350,1309944410,0.0025,0,Eunomia
18350,1322184410,0.0051,0,Eunomia
18350,1343916410,0.0025,0,Eunomia
18350,1361711410,0.0101,0,Eunomia
18350,1713332410,0.0304,0,Eunomia
18350,1729720410,0.0127,0,Eunomia
18350,1759842410,0.0304,0,Eunomia
18350,1768849410,0.0025,0,Eunomia
21402,738818410,0.0063,0,Eunomia
21402,740275410,0.0031,0,Eunomia
21402,757627410,0.0031,0,Eunomia
21402,920293410,0.0126,0,Eunomia
21402,933724410,0.0126,0,Eunomia
21402,1102527410,0.0472,0,Eunomia
21402,1115008410,0.0692,0,Eunomia
21402,1118084410,0.4182,0,Eunomia
21402,1119510410,0.0063,0,Eunomia
21402,1124300410,0.1604,0,Eunomia
21402,1124957410,0.0314,0,Eunomia
21402,1125315410,0.1541,0,Eunomia
21402,1174888410,0.0503,0,Eunomia
21402,1177480410,0.0566,0,Eunomia
21402,1307863410,0.0031,0,Eunomia
21402,1310149410,0.0031,0,Eunomia
21402,1322184410,0.0094,0,Eunomia
21402,1326303410,0.0031,0,Eunomia
21402,1361711410,0.0031,0,Eunomia
21402,1515774410,0.0031,0,Eunomia
21402,1549786410,0.0031,0,Eunomia
21402,1557272410,0.0063,0,Eunomia
21402,1713332410,0.0189,0,Eunomia
21402,1729720410,0.0126,0,Eunomia
21402,1759842410,0.0157,0,Eunomia
21402,19127890410,0.0031,0,Eunomia
14906,738818412,0.0011,0,Eunomia
14906,740275412,6e-4,0,Eunomia
14906,920293412,0.0017,0,Eunomia
14906,933724412,0.0017,0,Eunomia
14906,975125412,6e-4,0,Eunomia
14906,1115008412,0.0017,0,Eunomia
14906,1118084412,1,0,Eunomia
14906,1119510412,0.0011,0,Eunomia
14906,1124957412,6e-4,0,Eunomia
14906,1125315412,0.0078,0,Eunomia
14906,1177480412,0.0017,0,Eunomia
14906,1305058412,6e-4,0,Eunomia
14906,1322184412,0.0039,0,Eunomia
14906,1332418412,6e-4,0,Eunomia
14906,1361711412,0.0089,0,Eunomia
14906,1521369412,6e-4,0,Eunomia
14906,1539403412,6e-4,0,Eunomia
14906,1551099412,6e-4,0,Eunomia
14906,1713332412,0.0017,0,Eunomia
14906,1729720412,0.0011,0,Eunomia
14906,1759842412,0.0017,0,Eunomia
14906,1778162412,6e-4,0,Eunomia
14906,19010482412,6e-4,0,Eunomia
14907,738818412,0.0012,0,Eunomia
14907,740275412,0.0012,0,Eunomia
14907,1102527412,0.0012,0,Eunomia
14907,1115008412,0.0012,0,Eunomia
14907,1119510412,0.0012,0,Eunomia
14907,1124300412,1,0,Eunomia
14907,1125315412,0.0145,0,Eunomia
14907,1322184412,0.0036,0,Eunomia
14907,1361711412,0.006,0,Eunomia
14907,1713332412,0.0024,0,Eunomia
14907,1729720412,0.0012,0,Eunomia
14907,1759842412,0.0012,0,Eunomia
14909,1112807412,0.0021,0,Eunomia
14909,1118084412,0.2359,0,Eunomia
14909,1124300412,0.096,0,Eunomia
14909,1125315412,0.0063,0,Eunomia
14909,1177480412,0.0021,0,Eunomia
14909,1322184412,0.0021,0,Eunomia
14909,1361711412,0.0063,0,Eunomia
17492,1112807412,0.0021,0,Eunomia
17492,1118084412,0.2359,0,Eunomia
17492,1124300412,0.096,0,Eunomia
17492,1125315412,0.0063,0,Eunomia
17492,1177480412,0.0021,0,Eunomia
17492,1322184412,0.0021,0,Eunomia
17492,1361711412,0.0063,0,Eunomia
17493,1112807412,0.0021,0,Eunomia
17493,1118084412,0.2359,0,Eunomia
17493,1124300412,0.096,0,Eunomia
17493,1125315412,0.0063,0,Eunomia
17493,1177480412,0.0021,0,Eunomia
17493,1322184412,0.0021,0,Eunomia
17493,1361711412,0.0063,0,Eunomia
18342,1112807412,0.0021,0,Eunomia
18342,1118084412,0.2359,0,Eunomia
18342,1124300412,0.096,0,Eunomia
18342,1125315412,0.0063,0,Eunomia
18342,1177480412,0.0021,0,Eunomia
18342,1322184412,0.0021,0,Eunomia
18342,1361711412,0.0063,0,Eunomia
18345,738818412,0.0011,0,Eunomia
18345,740275412,6e-4,0,Eunomia
18345,920293412,0.0017,0,Eunomia
18345,933724412,0.0017,0,Eunomia
18345,975125412,6e-4,0,Eunomia
18345,1115008412,0.0017,0,Eunomia
18345,1118084412,1,0,Eunomia
18345,1119510412,0.0011,0,Eunomia
18345,1124957412,6e-4,0,Eunomia
18345,1125315412,0.0078,0,Eunomia
18345,1177480412,0.0017,0,Eunomia
18345,1305058412,6e-4,0,Eunomia
18345,1322184412,0.0039,0,Eunomia
18345,1332418412,6e-4,0,Eunomia
18345,1361711412,0.0089,0,Eunomia
18345,1521369412,6e-4,0,Eunomia
18345,1539403412,6e-4,0,Eunomia
18345,1551099412,6e-4,0,Eunomia
18345,1713332412,0.0017,0,Eunomia
18345,1729720412,0.0011,0,Eunomia
18345,1759842412,0.0017,0,Eunomia
18345,1778162412,6e-4,0,Eunomia
18345,19010482412,6e-4,0,Eunomia
18346,738818412,0.0011,0,Eunomia
18346,740275412,6e-4,0,Eunomia
18346,920293412,0.0017,0,Eunomia
18346,933724412,0.0017,0,Eunomia
18346,975125412,6e-4,0,Eunomia
18346,1115008412,0.0017,0,Eunomia
18346,1118084412,1,0,Eunomia
18346,1119510412,0.0011,0,Eunomia
18346,1124957412,6e-4,0,Eunomia
18346,1125315412,0.0078,0,Eunomia
18346,1177480412,0.0017,0,Eunomia
18346,1305058412,6e-4,0,Eunomia
18346,1322184412,0.0039,0,Eunomia
18346,1332418412,6e-4,0,Eunomia
18346,1361711412,0.0089,0,Eunomia
18346,1521369412,6e-4,0,Eunomia
18346,1539403412,6e-4,0,Eunomia
18346,1551099412,6e-4,0,Eunomia
18346,1713332412,0.0017,0,Eunomia
18346,1729720412,0.0011,0,Eunomia
18346,1759842412,0.0017,0,Eunomia
18346,1778162412,6e-4,0,Eunomia
18346,19010482412,6e-4,0,Eunomia
18347,738818412,0.0012,0,Eunomia
18347,740275412,0.0012,0,Eunomia
18347,1102527412,0.0012,0,Eunomia
18347,1115008412,0.0012,0,Eunomia
18347,1119510412,0.0012,0,Eunomia
18347,1124300412,1,0,Eunomia
18347,1125315412,0.0145,0,Eunomia
18347,1322184412,0.0036,0,Eunomia
18347,1361711412,0.006,0,Eunomia
18347,1713332412,0.0024,0,Eunomia
18347,1729720412,0.0012,0,Eunomia
18347,1759842412,0.0012,0,Eunomia
18348,738818412,0.0012,0,Eunomia
18348,740275412,0.0012,0,Eunomia
18348,1102527412,0.0012,0,Eunomia
18348,1115008412,0.0012,0,Eunomia
18348,1119510412,0.0012,0,Eunomia
18348,1124300412,1,0,Eunomia
18348,1125315412,0.0145,0,Eunomia
18348,1322184412,0.0036,0,Eunomia
18348,1361711412,0.006,0,Eunomia
18348,1713332412,0.0024,0,Eunomia
18348,1729720412,0.0012,0,Eunomia
18348,1759842412,0.0012,0,Eunomia
18349,1124300412,1,0,Eunomia
18349,1125315412,0.0051,0,Eunomia
18349,1322184412,0.0051,0,Eunomia
18349,1361711412,0.0101,0,Eunomia
18350,1124300412,1,0,Eunomia
18350,1125315412,0.0051,0,Eunomia
18350,1322184412,0.0051,0,Eunomia
18350,1361711412,0.0101,0,Eunomia
21402,1102527412,0.0472,0,Eunomia
21402,1115008412,0.0597,0,Eunomia
21402,1118084412,0.1572,0,Eunomia
21402,1124300412,0.0377,0,Eunomia
21402,1124957412,0.0314,0,Eunomia
21402,1125315412,0.1321,0,Eunomia
21402,1174888412,0.0503,0,Eunomia
21402,1177480412,0.044,0,Eunomia
21402,1322184412,0.0094,0,Eunomia
21402,1361711412,0.0031,0,Eunomia
21402,1515774412,0.0031,0,Eunomia
21402,1549786412,0.0031,0,Eunomia
21402,1713332412,0.0031,0,Eunomia
21402,1759842412,0.0031,0,Eunomia
21402,19127890412,0.0031,0,Eunomia
14906,3000876702,0.0061,0,Eunomia
14906,3000963702,0.0028,0,Eunomia
14906,3001247702,0.0061,0,Eunomia
14906,3001488702,0.0061,0,Eunomia
14906,3002385702,6e-4,0,Eunomia
14906,3004501702,6e-4,0,Eunomia
14906,3005136702,0.0061,0,Eunomia
14906,3006322702,0.0806,0,Eunomia
14906,3006451702,0.0061,0,Eunomia
14906,3006734702,0.0061,0,Eunomia
14906,3006906702,6e-4,0,Eunomia
14906,3006923702,6e-4,0,Eunomia
14906,3007461702,6e-4,0,Eunomia
14906,3009542702,0.0028,0,Eunomia
14906,3010813702,6e-4,0,Eunomia
14906,3011505702,0.0089,0,Eunomia
14906,3012494702,0.0061,0,Eunomia
14906,3013682702,6e-4,0,Eunomia
14906,3013721702,6e-4,0,Eunomia
14906,3014576702,6e-4,0,Eunomia
14906,3014599702,0.0061,0,Eunomia
14906,3015076702,0.0061,0,Eunomia
14906,3015632702,6e-4,0,Eunomia
14906,3016723702,6e-4,0,Eunomia
14906,3019406702,0.0061,0,Eunomia
14906,3019550702,6e-4,0,Eunomia
14906,3020630702,6e-4,0,Eunomia
14906,3020655702,0.0061,0,Eunomia
14906,3021226702,0.0061,0,Eunomia
14906,3023103702,6e-4,0,Eunomia
14906,3023430702,0.0061,0,Eunomia
14906,3024561702,6e-4,0,Eunomia
14906,3024731702,6e-4,0,Eunomia
14906,3026361702,6e-4,0,Eunomia
14906,3027231702,0.0061,0,Eunomia
14906,3027970702,6e-4,0,Eunomia
14906,3028833702,6e-4,0,Eunomia
14906,3035995702,6e-4,0,Eunomia
14906,3036780702,0.0061,0,Eunomia
14906,3045716702,6e-4,0,Eunomia
14906,4024958702,0.0306,0,Eunomia
14906,4052083702,0.0244,0,Eunomia
14906,4133840702,0.0089,0,Eunomia
14906,21494966702,6e-4,0,Eunomia
14906,40769179702,6e-4,0,Eunomia
14906,40769184702,6e-4,0,Eunomia
14906,40769189702,6e-4,0,Eunomia
14906,40769194702,6e-4,0,Eunomia
14907,3000876702,0.0036,0,Eunomia
14907,3000963702,0.0012,0,Eunomia
14907,3001247702,0.0036,0,Eunomia
14907,3001488702,0.0036,0,Eunomia
14907,3005136702,0.0036,0,Eunomia
14907,3006322702,0.0566,0,Eunomia
14907,3006451702,0.0036,0,Eunomia
14907,3006734702,0.0036,0,Eunomia
14907,3009542702,0.0012,0,Eunomia
14907,3011505702,0.0157,0,Eunomia
14907,3012494702,0.0036,0,Eunomia
14907,3014599702,0.0036,0,Eunomia
14907,3015076702,0.0036,0,Eunomia
14907,3019406702,0.0036,0,Eunomia
14907,3020655702,0.0036,0,Eunomia
14907,3021226702,0.0036,0,Eunomia
14907,3023430702,0.0036,0,Eunomia
14907,3027231702,0.0036,0,Eunomia
14907,3036780702,0.0036,0,Eunomia
14907,3051031702,0.0036,0,Eunomia
14907,4024958702,0.0325,0,Eunomia
14907,4052083702,0.0241,0,Eunomia
14907,4133840702,0.0157,0,Eunomia
14907,40758406702,0.0036,0,Eunomia
14907,40766240702,0.0036,0,Eunomia
14907,46235214702,0.0036,0,Eunomia
14909,3000876702,0.0125,0,Eunomia
14909,3000963702,0.0042,0,Eunomia
14909,3001247702,0.0125,0,Eunomia
14909,3001488702,0.0125,0,Eunomia
14909,3005136702,0.0125,0,Eunomia
14909,3006322702,0.0731,0,Eunomia
14909,3006451702,0.0125,0,Eunomia
14909,3006734702,0.0125,0,Eunomia
14909,3009542702,0.0042,0,Eunomia
14909,3011505702,0.0104,0,Eunomia
14909,3012494702,0.0125,0,Eunomia
14909,3014599702,0.0125,0,Eunomia
14909,3015076702,0.0125,0,Eunomia
14909,3019406702,0.0125,0,Eunomia
14909,3020655702,0.0125,0,Eunomia
14909,3021226702,0.0125,0,Eunomia
14909,3023430702,0.0125,0,Eunomia
14909,3027231702,0.0125,0,Eunomia
14909,3036780702,0.0125,0,Eunomia
14909,3051031702,0.0021,0,Eunomia
14909,4024958702,0.0355,0,Eunomia
14909,4052083702,0.0188,0,Eunomia
14909,4133840702,0.0104,0,Eunomia
14909,40758406702,0.0021,0,Eunomia
14909,40766240702,0.0021,0,Eunomia
14909,40769179702,0.0021,0,Eunomia
14909,40769184702,0.0021,0,Eunomia
14909,40769189702,0.0021,0,Eunomia
14909,40769194702,0.0021,0,Eunomia
14909,46235214702,0.0021,0,Eunomia
17492,3000876702,0.0125,0,Eunomia
17492,3000963702,0.0042,0,Eunomia
17492,3001247702,0.0125,0,Eunomia
17492,3001488702,0.0125,0,Eunomia
17492,3005136702,0.0125,0,Eunomia
17492,3006322702,0.0731,0,Eunomia
17492,3006451702,0.0125,0,Eunomia
17492,3006734702,0.0125,0,Eunomia
17492,3009542702,0.0042,0,Eunomia
17492,3011505702,0.0104,0,Eunomia
17492,3012494702,0.0125,0,Eunomia
17492,3014599702,0.0125,0,Eunomia
17492,3015076702,0.0125,0,Eunomia
17492,3019406702,0.0125,0,Eunomia
17492,3020655702,0.0125,0,Eunomia
17492,3021226702,0.0125,0,Eunomia
17492,3023430702,0.0125,0,Eunomia
17492,3027231702,0.0125,0,Eunomia
17492,3036780702,0.0125,0,Eunomia
17492,3051031702,0.0021,0,Eunomia
17492,4024958702,0.0355,0,Eunomia
17492,4052083702,0.0188,0,Eunomia
17492,4133840702,0.0104,0,Eunomia
17492,40758406702,0.0021,0,Eunomia
17492,40766240702,0.0021,0,Eunomia
17492,40769179702,0.0021,0,Eunomia
17492,40769184702,0.0021,0,Eunomia
17492,40769189702,0.0021,0,Eunomia
17492,40769194702,0.0021,0,Eunomia
17492,46235214702,0.0021,0,Eunomia
17493,3000876702,0.0125,0,Eunomia
17493,3000963702,0.0042,0,Eunomia
17493,3001247702,0.0125,0,Eunomia
17493,3001488702,0.0125,0,Eunomia
17493,3005136702,0.0125,0,Eunomia
17493,3006322702,0.0731,0,Eunomia
17493,3006451702,0.0125,0,Eunomia
17493,3006734702,0.0125,0,Eunomia
17493,3009542702,0.0042,0,Eunomia
17493,3011505702,0.0104,0,Eunomia
17493,3012494702,0.0125,0,Eunomia
17493,3014599702,0.0125,0,Eunomia
17493,3015076702,0.0125,0,Eunomia
17493,3019406702,0.0125,0,Eunomia
17493,3020655702,0.0125,0,Eunomia
17493,3021226702,0.0125,0,Eunomia
17493,3023430702,0.0125,0,Eunomia
17493,3027231702,0.0125,0,Eunomia
17493,3036780702,0.0125,0,Eunomia
17493,3051031702,0.0021,0,Eunomia
17493,4024958702,0.0355,0,Eunomia
17493,4052083702,0.0188,0,Eunomia
17493,4133840702,0.0104,0,Eunomia
17493,40758406702,0.0021,0,Eunomia
17493,40766240702,0.0021,0,Eunomia
17493,40769179702,0.0021,0,Eunomia
17493,40769184702,0.0021,0,Eunomia
17493,40769189702,0.0021,0,Eunomia
17493,40769194702,0.0021,0,Eunomia
17493,46235214702,0.0021,0,Eunomia
18342,3000876702,0.0125,0,Eunomia
18342,3000963702,0.0042,0,Eunomia
18342,3001247702,0.0125,0,Eunomia
18342,3001488702,0.0125,0,Eunomia
18342,3005136702,0.0125,0,Eunomia
18342,3006322702,0.0731,0,Eunomia
18342,3006451702,0.0125,0,Eunomia
18342,3006734702,0.0125,0,Eunomia
18342,3009542702,0.0042,0,Eunomia
18342,3011505702,0.0104,0,Eunomia
18342,3012494702,0.0125,0,Eunomia
18342,3014599702,0.0125,0,Eunomia
18342,3015076702,0.0125,0,Eunomia
18342,3019406702,0.0125,0,Eunomia
18342,3020655702,0.0125,0,Eunomia
18342,3021226702,0.0125,0,Eunomia
18342,3023430702,0.0125,0,Eunomia
18342,3027231702,0.0125,0,Eunomia
18342,3036780702,0.0125,0,Eunomia
18342,3051031702,0.0021,0,Eunomia
18342,4024958702,0.0355,0,Eunomia
18342,4052083702,0.0188,0,Eunomia
18342,4133840702,0.0104,0,Eunomia
18342,40758406702,0.0021,0,Eunomia
18342,40766240702,0.0021,0,Eunomia
18342,40769179702,0.0021,0,Eunomia
18342,40769184702,0.0021,0,Eunomia
18342,40769189702,0.0021,0,Eunomia
18342,40769194702,0.0021,0,Eunomia
18342,46235214702,0.0021,0,Eunomia
18345,3000876702,0.0061,0,Eunomia
18345,3000963702,0.0028,0,Eunomia
18345,3001247702,0.0061,0,Eunomia
18345,3001488702,0.0061,0,Eunomia
18345,3002385702,6e-4,0,Eunomia
18345,3004501702,6e-4,0,Eunomia
18345,3005136702,0.0061,0,Eunomia
18345,3006322702,0.0806,0,Eunomia
18345,3006451702,0.0061,0,Eunomia
18345,3006734702,0.0061,0,Eunomia
18345,3006906702,6e-4,0,Eunomia
18345,3006923702,6e-4,0,Eunomia
18345,3007461702,6e-4,0,Eunomia
18345,3009542702,0.0028,0,Eunomia
18345,3010813702,6e-4,0,Eunomia
18345,3011505702,0.0089,0,Eunomia
18345,3012494702,0.0061,0,Eunomia
18345,3013682702,6e-4,0,Eunomia
18345,3013721702,6e-4,0,Eunomia
18345,3014576702,6e-4,0,Eunomia
18345,3014599702,0.0061,0,Eunomia
18345,3015076702,0.0061,0,Eunomia
18345,3015632702,6e-4,0,Eunomia
18345,3016723702,6e-4,0,Eunomia
18345,3019406702,0.0061,0,Eunomia
18345,3019550702,6e-4,0,Eunomia
18345,3020630702,6e-4,0,Eunomia
18345,3020655702,0.0061,0,Eunomia
18345,3021226702,0.0061,0,Eunomia
18345,3023103702,6e-4,0,Eunomia
18345,3023430702,0.0061,0,Eunomia
18345,3024561702,6e-4,0,Eunomia
18345,3024731702,6e-4,0,Eunomia
18345,3026361702,6e-4,0,Eunomia
18345,3027231702,0.0061,0,Eunomia
18345,3027970702,6e-4,0,Eunomia
18345,3028833702,6e-4,0,Eunomia
18345,3035995702,6e-4,0,Eunomia
18345,3036780702,0.0061,0,Eunomia
18345,3045716702,6e-4,0,Eunomia
18345,4024958702,0.0306,0,Eunomia
18345,4052083702,0.0244,0,Eunomia
18345,4133840702,0.0089,0,Eunomia
18345,21494966702,6e-4,0,Eunomia
18345,40769179702,6e-4,0,Eunomia
18345,40769184702,6e-4,0,Eunomia
18345,40769189702,6e-4,0,Eunomia
18345,40769194702,6e-4,0,Eunomia
18346,3000876702,0.0061,0,Eunomia
18346,3000963702,0.0028,0,Eunomia
18346,3001247702,0.0061,0,Eunomia
18346,3001488702,0.0061,0,Eunomia
18346,3002385702,6e-4,0,Eunomia
18346,3004501702,6e-4,0,Eunomia
18346,3005136702,0.0061,0,Eunomia
18346,3006322702,0.0806,0,Eunomia
18346,3006451702,0.0061,0,Eunomia
18346,3006734702,0.0061,0,Eunomia
18346,3006906702,6e-4,0,Eunomia
18346,3006923702,6e-4,0,Eunomia
18346,3007461702,6e-4,0,Eunomia
18346,3009542702,0.0028,0,Eunomia
18346,3010813702,6e-4,0,Eunomia
18346,3011505702,0.0089,0,Eunomia
18346,3012494702,0.0061,0,Eunomia
18346,3013682702,6e-4,0,Eunomia
18346,3013721702,6e-4,0,Eunomia
18346,3014576702,6e-4,0,Eunomia
18346,3014599702,0.0061,0,Eunomia
18346,3015076702,0.0061,0,Eunomia
18346,3015632702,6e-4,0,Eunomia
18346,3016723702,6e-4,0,Eunomia
18346,3019406702,0.0061,0,Eunomia
18346,3019550702,6e-4,0,Eunomia
18346,3020630702,6e-4,0,Eunomia
18346,3020655702,0.0061,0,Eunomia
18346,3021226702,0.0061,0,Eunomia
18346,3023103702,6e-4,0,Eunomia
18346,3023430702,0.0061,0,Eunomia
18346,3024561702,6e-4,0,Eunomia
18346,3024731702,6e-4,0,Eunomia
18346,3026361702,6e-4,0,Eunomia
18346,3027231702,0.0061,0,Eunomia
18346,3027970702,6e-4,0,Eunomia
18346,3028833702,6e-4,0,Eunomia
18346,3035995702,6e-4,0,Eunomia
18346,3036780702,0.0061,0,Eunomia
18346,3045716702,6e-4,0,Eunomia
18346,4024958702,0.0306,0,Eunomia
18346,4052083702,0.0244,0,Eunomia
18346,4133840702,0.0089,0,Eunomia
18346,21494966702,6e-4,0,Eunomia
18346,40769179702,6e-4,0,Eunomia
18346,40769184702,6e-4,0,Eunomia
18346,40769189702,6e-4,0,Eunomia
18346,40769194702,6e-4,0,Eunomia
18347,3000876702,0.0036,0,Eunomia
18347,3000963702,0.0012,0,Eunomia
18347,3001247702,0.0036,0,Eunomia
18347,3001488702,0.0036,0,Eunomia
18347,3005136702,0.0036,0,Eunomia
18347,3006322702,0.0566,0,Eunomia
18347,3006451702,0.0036,0,Eunomia
18347,3006734702,0.0036,0,Eunomia
18347,3009542702,0.0012,0,Eunomia
18347,3011505702,0.0157,0,Eunomia
18347,3012494702,0.0036,0,Eunomia
18347,3014599702,0.0036,0,Eunomia
18347,3015076702,0.0036,0,Eunomia
18347,3019406702,0.0036,0,Eunomia
18347,3020655702,0.0036,0,Eunomia
18347,3021226702,0.0036,0,Eunomia
18347,3023430702,0.0036,0,Eunomia
18347,3027231702,0.0036,0,Eunomia
18347,3036780702,0.0036,0,Eunomia
18347,3051031702,0.0036,0,Eunomia
18347,4024958702,0.0325,0,Eunomia
18347,4052083702,0.0241,0,Eunomia
18347,4133840702,0.0157,0,Eunomia
18347,40758406702,0.0036,0,Eunomia
18347,40766240702,0.0036,0,Eunomia
18347,46235214702,0.0036,0,Eunomia
18348,3000876702,0.0036,0,Eunomia
18348,3000963702,0.0012,0,Eunomia
18348,3001247702,0.0036,0,Eunomia
18348,3001488702,0.0036,0,Eunomia
18348,3005136702,0.0036,0,Eunomia
18348,3006322702,0.0566,0,Eunomia
18348,3006451702,0.0036,0,Eunomia
18348,3006734702,0.0036,0,Eunomia
18348,3009542702,0.0012,0,Eunomia
18348,3011505702,0.0157,0,Eunomia
18348,3012494702,0.0036,0,Eunomia
18348,3014599702,0.0036,0,Eunomia
18348,3015076702,0.0036,0,Eunomia
18348,3019406702,0.0036,0,Eunomia
18348,3020655702,0.0036,0,Eunomia
18348,3021226702,0.0036,0,Eunomia
18348,3023430702,0.0036,0,Eunomia
18348,3027231702,0.0036,0,Eunomia
18348,3036780702,0.0036,0,Eunomia
18348,3051031702,0.0036,0,Eunomia
18348,4024958702,0.0325,0,Eunomia
18348,4052083702,0.0241,0,Eunomia
18348,4133840702,0.0157,0,Eunomia
18348,40758406702,0.0036,0,Eunomia
18348,40766240702,0.0036,0,Eunomia
18348,46235214702,0.0036,0,Eunomia
18349,3000876702,0.0025,0,Eunomia
18349,3001247702,0.0025,0,Eunomia
18349,3001488702,0.0025,0,Eunomia
18349,3005136702,0.0025,0,Eunomia
18349,3006322702,0.0633,0,Eunomia
18349,3006451702,0.0025,0,Eunomia
18349,3006734702,0.0025,0,Eunomia
18349,3011505702,0.0177,0,Eunomia
18349,3012494702,0.0025,0,Eunomia
18349,3014599702,0.0025,0,Eunomia
18349,3015076702,0.0025,0,Eunomia
18349,3019406702,0.0025,0,Eunomia
18349,3020655702,0.0025,0,Eunomia
18349,3021226702,0.0025,0,Eunomia
18349,3023430702,0.0025,0,Eunomia
18349,3027231702,0.0025,0,Eunomia
18349,3036780702,0.0025,0,Eunomia
18349,3051031702,0.0051,0,Eunomia
18349,4024958702,0.0405,0,Eunomia
18349,4052083702,0.0304,0,Eunomia
18349,4133840702,0.0177,0,Eunomia
18349,40758406702,0.0051,0,Eunomia
18349,40766240702,0.0051,0,Eunomia
18349,46235214702,0.0051,0,Eunomia
18350,3000876702,0.0025,0,Eunomia
18350,3001247702,0.0025,0,Eunomia
18350,3001488702,0.0025,0,Eunomia
18350,3005136702,0.0025,0,Eunomia
18350,3006322702,0.0633,0,Eunomia
18350,3006451702,0.0025,0,Eunomia
18350,3006734702,0.0025,0,Eunomia
18350,3011505702,0.0177,0,Eunomia
18350,3012494702,0.0025,0,Eunomia
18350,3014599702,0.0025,0,Eunomia
18350,3015076702,0.0025,0,Eunomia
18350,3019406702,0.0025,0,Eunomia
18350,3020655702,0.0025,0,Eunomia
18350,3021226702,0.0025,0,Eunomia
18350,3023430702,0.0025,0,Eunomia
18350,3027231702,0.0025,0,Eunomia
18350,3036780702,0.0025,0,Eunomia
18350,3051031702,0.0051,0,Eunomia
18350,4024958702,0.0405,0,Eunomia
18350,4052083702,0.0304,0,Eunomia
18350,4133840702,0.0177,0,Eunomia
18350,40758406702,0.0051,0,Eunomia
18350,40766240702,0.0051,0,Eunomia
18350,46235214702,0.0051,0,Eunomia
21402,3000963702,0.0031,0,Eunomia
21402,3006322702,0.0723,0,Eunomia
21402,3009542702,0.0031,0,Eunomia
21402,3011505702,0.0566,0,Eunomia
21402,3049273702,0.0126,0,Eunomia
21402,3051031702,0.0031,0,Eunomia
21402,4024958702,0.044,0,Eunomia
21402,4052083702,0.0126,0,Eunomia
21402,4133840702,0.0566,0,Eunomia
21402,40758406702,0.0031,0,Eunomia
21402,40766240702,0.0031,0,Eunomia
21402,46235214702,0.0031,0,Eunomia
14906,1941006,6e-4,0,Eunomia
14906,1943006,0.0017,0,Eunomia
14906,1944006,0.0011,0,Eunomia
14906,1945006,0.0028,0,Eunomia
14906,1946006,0.0011,0,Eunomia
14906,1947006,0.0022,0,Eunomia
14906,1948006,0.0022,0,Eunomia
14906,1949006,0.0017,0,Eunomia
14906,1950006,0.0039,0,Eunomia
14906,1951006,6e-4,0,Eunomia
14906,1952006,0.0028,0,Eunomia
14906,1953006,0.0039,0,Eunomia
14906,1954006,0.0022,0,Eunomia
14906,1955006,0.0017,0,Eunomia
14906,1956006,0.0033,0,Eunomia
14906,1957006,0.005,0,Eunomia
14906,1958006,0.0039,0,Eunomia
14906,1959006,0.0033,0,Eunomia
14906,1960006,6e-4,0,Eunomia
