covariate_id,covariate_name,analysis_id,concept_id
4117038502,procedure_occurrence during day -365 through 0 days relative to index: Bilateral tubal ligation,502,4117038
4195803502,procedure_occurrence during day -365 through 0 days relative to index: Bone density scan,502,4195803
4198190502,procedure_occurrence during day -365 through 0 days relative to index: Appendectomy,502,4198190
4301346502,procedure_occurrence during day -365 through 0 days relative to index: Surgical manipulation of shoulder joint,502,4301346
4323902502,procedure_occurrence during day -365 through 0 days relative to index: Lung volume reduction surgery,502,4323902
4337138502,procedure_occurrence during day -365 through 0 days relative to index: Transplant of lung,502,4337138
6003,age group:  30 -  34,3,0
7003,age group:  35 -  39,3,0
8003,age group:  40 -  44,3,0
9003,age group:  45 -  49,3,0
4003,age group:  20 -  24,3,0
5003,age group:  25 -  29,3,0
10003,age group:  50 -  54,3,0
11003,age group:  55 -  59,3,0
12003,age group:  60 -  64,3,0
13003,age group:  65 -  69,3,0
14003,age group:  70 -  74,3,0
15003,age group:  75 -  79,3,0
16003,age group:  80 -  84,3,0
17003,age group:  85 -  89,3,0
18003,age group:  90 -  94,3,0
19003,age group:  95 -  99,3,0
20003,age group: 100 - 104,3,0
740275413,drug_era group during day 0 through 0 days relative to index: Carbamazepine,413,740275
975125413,drug_era group during day 0 through 0 days relative to index: Hydrocortisone,413,975125
1115008413,drug_era group during day 0 through 0 days relative to index: Naproxen,413,1115008
1118084413,drug_era group during day 0 through 0 days relative to index: celecoxib,413,1118084
1125315413,drug_era group during day 0 through 0 days relative to index: Acetaminophen,413,1125315
1177480413,drug_era group during day 0 through 0 days relative to index: Ibuprofen,413,1177480
1305058413,drug_era group during day 0 through 0 days relative to index: Methotrexate,413,1305058
1322184413,drug_era group during day 0 through 0 days relative to index: clopidogrel,413,1322184
1361711413,drug_era group during day 0 through 0 days relative to index: Nitroglycerin,413,1361711
1521369413,drug_era group during day 0 through 0 days relative to index: Norethindrone,413,1521369
19010482413,drug_era group during day 0 through 0 days relative to index: Cyclosporine,413,19010482
1124300413,drug_era group during day 0 through 0 days relative to index: Diclofenac,413,1124300
1713332413,drug_era group during day 0 through 0 days relative to index: Amoxicillin,413,1713332
1102527413,drug_era group during day 0 through 0 days relative to index: Meperidine,413,1102527
1124957413,drug_era group during day 0 through 0 days relative to index: Oxycodone,413,1124957
1174888413,drug_era group during day 0 through 0 days relative to index: Hydrocodone,413,1174888
4010253504,procedure_occurrence during day -30 through 0 days relative to index: Nasal sinus endoscopy,504,4010253
4037675504,procedure_occurrence during day -30 through 0 days relative to index: Brief general examination,504,4037675
4107731504,procedure_occurrence during day -30 through 0 days relative to index: Subcutaneous immunotherapy,504,4107731
4125906504,procedure_occurrence during day -30 through 0 days relative to index: Suture open wound,504,4125906
4170947504,procedure_occurrence during day -30 through 0 days relative to index: Bone immobilization,504,4170947
4187458504,procedure_occurrence during day -30 through 0 days relative to index: Review of systems,504,4187458
4191853504,procedure_occurrence during day -30 through 0 days relative to index: Allergy screening test,504,4191853
4197460504,procedure_occurrence during day -30 through 0 days relative to index: Injection of epinephrine,504,4197460
4243062504,procedure_occurrence during day -30 through 0 days relative to index: Radiography of wrist,504,4243062
4252419504,procedure_occurrence during day -30 through 0 days relative to index: Radiologic examination of knee,504,4252419
4293740504,procedure_occurrence during day -30 through 0 days relative to index: Injection of tetanus antitoxin,504,4293740
4326177504,procedure_occurrence during day -30 through 0 days relative to index: Medication Reconciliation,504,4326177
4151422504,procedure_occurrence during day -30 through 0 days relative to index: Sputum examination,504,4151422
44783196504,procedure_occurrence during day -30 through 0 days relative to index: Surgical manipulation of joint of knee,504,44783196
4163872504,procedure_occurrence during day -30 through 0 days relative to index: Plain chest X-ray,504,4163872
4078793504,procedure_occurrence during day -30 through 0 days relative to index: Direct current cardioversion,504,4078793
4108705504,procedure_occurrence during day -30 through 0 days relative to index: Intravenous blood transfusion of packed cells,504,4108705
4117038504,procedure_occurrence during day -30 through 0 days relative to index: Bilateral tubal ligation,504,4117038
4198190504,procedure_occurrence during day -30 through 0 days relative to index: Appendectomy,504,4198190
4301346504,procedure_occurrence during day -30 through 0 days relative to index: Surgical manipulation of shoulder joint,504,4301346
4323902504,procedure_occurrence during day -30 through 0 days relative to index: Lung volume reduction surgery,504,4323902
4337138504,procedure_occurrence during day -30 through 0 days relative to index: Transplant of lung,504,4337138
1903,CHADS2,903,0
